slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.5894,1.931,1.1382,Jose Alvarado,NYK,PHI,RA,OVER,GOBLIN,1.5,0.8598
3-leg,True,0.5894,1.931,1.1382,Naz Reid,MIN,SAS,PTS,UNDER,STANDARD,12.5,0.7883
3-leg,True,0.5894,1.931,1.1382,Andre Drummond,PHI,NYK,PRA,UNDER,STANDARD,5.5,0.6853
4-leg,True,0.3821,1.897,0.725,Luke Kornet,SAS,MIN,PR,OVER,GOBLIN,3.5,0.8112
4-leg,True,0.3821,1.897,0.725,VJ Edgecombe,PHI,NYK,PRA,OVER,GOBLIN,14.5,0.8368
4-leg,True,0.3821,1.897,0.725,Mitchell Robinson,NYK,PHI,REB,UNDER,STANDARD,7.0,0.8223
4-leg,True,0.3821,1.897,0.725,Anthony Edwards,MIN,SAS,PRA,UNDER,STANDARD,28.5,0.7979
5-leg,True,0.1539,2.145,0.33,Quentin Grimes,PHI,NYK,PTS,OVER,GOBLIN,2.5,0.776
5-leg,True,0.1539,2.145,0.33,Rudy Gobert,MIN,SAS,PTS,OVER,GOBLIN,3.5,0.7707
5-leg,True,0.1539,2.145,0.33,De'Aaron Fox,SAS,MIN,RA,UNDER,STANDARD,9.5,0.6366
5-leg,True,0.1539,2.145,0.33,Tyrese Maxey,PHI,NYK,RA,UNDER,STANDARD,10.0,0.7736
5-leg,True,0.1539,2.145,0.33,Mikal Bridges,NYK,PHI,PA,OVER,DEMON,15.5,0.5492
